10000,,,,,,,,,,,,,,,,,,,,,,,
No.,Channel Reserved,,Dropped Call,,Blocked Call,Channel Reserved,,Dropped Call,,Blocked Call,,,,,,,,,,,,,
0,0,0.0052,52,0.003,30,1,0.0029,29,0.0103,103,37.7294,,,,,,,,,,,,
1,0,0.0067,67,0.005,50,1,0.0038,38,0.0121,121,61.3324,,,,Scheme,average No. of dropped call,average No. of blocked call,standard deviation of No. of dropped call,standard deviation of No. of blocked call,average % of dropped call rate,average % of blocked call rate,"standard
deviation
% Drop Call
Rate","standard
deviation
% Block Call
Rate"
7187,0,0.0065,65,0.0033,33,1,0.0037,37,0.0113,113,,,,,,,,,,,,,
7188,0,0.0065,65,0.0026,26,1,0.0036,36,0.0102,102,,,,,,,,,,,,,
7189,0,0.004,40,0.0034,34,1,0.0024,24,0.0104,104,,,,,,,,,,,,,
7190,0,0.0047,47,0.0032,32,1,0.0024,24,0.0117,117,,,,,,,,,,,,,
7191,0,0.0068,68,0.0042,42,1,0.004,40,0.011,110,,,,,,,,,,,,,
7192,0,0.0065,65,0.0044,44,1,0.0037,37,0.0128,128,,,,,,,,,,,,,
7193,0,0.0061,61,0.0042,42,1,0.0036,36,0.0118,118,,,,,,,,,,,,,
7194,0,0.0063,63,0.0034,34,1,0.0034,34,0.0121,121,,,,,,,,,,,,,
7195,0,0.005,50,0.0024,24,1,0.0023,23,0.0096,96,,,,,,,,,,,,,
7196,0,0.0065,65,0.0035,35,1,0.0044,44,0.0101,101,,,,,,,,,,,,,
7197,0,0.0062,62,0.0049,49,1,0.0046,46,0.0108,108,,,,,,,,,,,,,
7198,0,0.0066,66,0.004,40,1,0.003,30,0.0125,125,,,,,,,,,,,,,
7199,0,0.0049,49,0.003,30,1,0.0027,27,0.0096,96,,,,,,,,,,,,,
7200,0,0.0063,63,0.0028,28,1,0.0033,33,0.0103,103,,,,,,,,,,,,,
7201,0,0.0048,48,0.0032,32,1,0.0026,26,0.0106,106,,,,,,,,,,,,,
7202,0,0.0063,63,0.0032,32,1,0.004,40,0.0101,101,,,,,,,,,,,,,
7203,0,0.0038,38,0.0032,32,1,0.0023,23,0.0099,99,,,,,,,,,,,,,
7204,0,0.0073,73,0.0031,31,1,0.0041,41,0.0107,107,,,,,,,,,,,,,
7205,0,0.007,70,0.0036,36,1,0.0038,38,0.0128,128,,,,,,,,,,,,,
7206,0,0.0059,59,0.0041,41,1,0.0027,27,0.0119,119,,,,,,,,,,,,,
7207,0,0.0062,62,0.0031,31,1,0.003,30,0.0105,105,,,,,,,,,,,,,
7208,0,0.0085,85,0.0038,38,1,0.0047,47,0.0111,111,,,,,,,,,,,,,
7209,0,0.0058,58,0.0046,46,1,0.0032,32,0.0127,127,,,,,,,,,,,,,
7210,0,0.0044,44,0.0034,34,1,0.0022,22,0.01,100,,,,,,,,,,,,,
7211,0,0.0066,66,0.0037,37,1,0.0034,34,0.0116,116,,,,,,,,,,,,,
7212,0,0.0047,47,0.0027,27,1,0.0028,28,0.0107,107,,,,,,,,,,,,,
7213,0,0.0076,76,0.0035,35,1,0.0036,36,0.0124,124,,,,,,,,,,,,,
7214,0,0.008,80,0.0043,43,1,0.0046,46,0.0127,127,,,,,,,,,,,,,
7215,0,0.0048,48,0.0045,45,1,0.0025,25,0.012,120,,,,,,,,,,,,,
7216,0,0.0074,74,0.0051,51,1,0.0041,41,0.0124,124,,,,,,,,,,,,,
7217,0,0.0057,57,0.0044,44,1,0.0033,33,0.0134,134,,,,,,,,,,,,,
7218,0,0.0054,54,0.003,30,1,0.0022,22,0.011,110,,,,,,,,,,,,,
7219,0,0.0033,33,0.0028,28,1,0.0021,21,0.0096,96,,,,,,,,,,,,,
7220,0,0.0056,56,0.0031,31,1,0.0031,31,0.0107,107,,,,,,,,,,,,,
7221,0,0.0065,65,0.0039,39,1,0.0033,33,0.0116,116,,,,,,,,,,,,,
7222,0,0.0068,68,0.0031,31,1,0.0034,34,0.0116,116,,,,,,,,,,,,,
7223,0,0.0054,54,0.0051,51,1,0.0027,27,0.0128,128,,,,,,,,,,,,,
7224,0,0.0054,54,0.0026,26,1,0.0016,16,0.0105,105,,,,,,,,,,,,,
7225,0,0.0075,75,0.0045,45,1,0.0036,36,0.0139,139,,,,,,,,,,,,,
7226,0,0.0057,57,0.0047,47,1,0.0024,24,0.0134,134,,,,,,,,,,,,,
7227,0,0.0082,82,0.0046,46,1,0.0053,53,0.0119,119,,,,,,,,,,,,,
7228,0,0.0048,48,0.0023,23,1,0.0028,28,0.0084,84,,,,,,,,,,,,,
7229,0,0.0069,69,0.0038,38,1,0.0028,28,0.0125,125,,,,,,,,,,,,,
7230,0,0.0065,65,0.0048,48,1,0.0036,36,0.0136,136,,,,,,,,,,,,,
7231,0,0.0057,57,0.003,30,1,0.0023,23,0.0106,106,,,,,,,,,,,,,
7232,0,0.0072,72,0.0051,51,1,0.0033,33,0.0142,142,,,,,,,,,,,,,
7233,0,0.0047,47,0.0028,28,1,0.0024,24,0.0096,96,,,,,,,,,,,,,
7234,0,0.0061,61,0.0038,38,1,0.0031,31,0.0109,109,,,,,,,,,,,,,
7235,0,0.0038,38,0.0032,32,1,0.0026,26,0.0105,105,,,,,,,,,,,,,
7236,0,0.0067,67,0.0039,39,1,0.0038,38,0.012,120,,,,,,,,,,,,,
7237,0,0.0078,78,0.0044,44,1,0.0043,43,0.0149,149,,,,,,,,,,,,,
7238,0,0.0068,68,0.0029,29,1,0.0035,35,0.0122,122,,,,,,,,,,,,,
7239,0,0.0048,48,0.0029,29,1,0.0027,27,0.0096,96,,,,,,,,,,,,,
7240,0,0.0053,53,0.0042,42,1,0.0036,36,0.0119,119,,,,,,,,,,,,,
7241,0,0.0078,78,0.0045,45,1,0.0037,37,0.0131,131,,,,,,,,,,,,,
7242,0,0.0059,59,0.003,30,1,0.0032,32,0.0107,107,,,,,,,,,,,,,
7243,0,0.0082,82,0.0047,47,1,0.0039,39,0.0138,138,,,,,,,,,,,,,
7244,0,0.0063,63,0.0039,39,1,0.0039,39,0.0109,109,,,,,,,,,,,,,
7245,0,0.0049,49,0.0042,42,1,0.0025,25,0.0115,115,,,,,,,,,,,,,
7246,0,0.0041,41,0.0028,28,1,0.0018,18,0.0091,91,,,,,,,,,,,,,
7247,0,0.0058,58,0.0042,42,1,0.003,30,0.0138,138,,,,,,,,,,,,,
7248,0,0.0063,63,0.0046,46,1,0.003,30,0.0131,131,,,,,,,,,,,,,
7249,0,0.0064,64,0.004,40,1,0.0025,25,0.013,130,,,,,,,,,,,,,
7250,0,0.0043,43,0.0027,27,1,0.0024,24,0.0087,87,,,,,,,,,,,,,
7251,0,0.0053,53,0.0037,37,1,0.002,20,0.0128,128,,,,,,,,,,,,,
7252,0,0.0065,65,0.0043,43,1,0.0036,36,0.0119,119,,,,,,,,,,,,,
7253,0,0.0073,73,0.0044,44,1,0.003,30,0.0128,128,,,,,,,,,,,,,
7254,0,0.0051,51,0.0036,36,1,0.0028,28,0.0111,111,,,,,,,,,,,,,
7255,0,0.0044,44,0.0035,35,1,0.0024,24,0.0107,107,,,,,,,,,,,,,
7256,0,0.008,80,0.0043,43,1,0.0041,41,0.0139,139,,,,,,,,,,,,,
7257,0,0.0052,52,0.0042,42,1,0.0028,28,0.0119,119,,,,,,,,,,,,,
7258,0,0.006,60,0.0036,36,1,0.0029,29,0.0113,113,,,,,,,,,,,,,
7259,0,0.0075,75,0.0046,46,1,0.0039,39,0.0128,128,,,,,,,,,,,,,
7260,0,0.0068,68,0.0047,47,1,0.0033,33,0.0138,138,,,,,,,,,,,,,
7261,0,0.0073,73,0.003,30,1,0.0042,42,0.0107,107,,,,,,,,,,,,,
7262,0,0.0061,61,0.004,40,1,0.0033,33,0.0125,125,,,,,,,,,,,,,
7263,0,0.0067,67,0.0036,36,1,0.004,40,0.0124,124,,,,,,,,,,,,,
7264,0,0.0071,71,0.0042,42,1,0.0044,44,0.0128,128,,,,,,,,,,,,,
7265,0,0.007,70,0.0039,39,1,0.0036,36,0.0115,115,,,,,,,,,,,,,
7266,0,0.0079,79,0.004,40,1,0.004,40,0.0119,119,,,,,,,,,,,,,
7267,0,0.005,50,0.0022,22,1,0.0029,29,0.0094,94,,,,,,,,,,,,,
7268,0,0.0072,72,0.0047,47,1,0.0034,34,0.0122,122,,,,,,,,,,,,,
7269,0,0.0057,57,0.0042,42,1,0.0029,29,0.0113,113,,,,,,,,,,,,,
7270,0,0.0059,59,0.004,40,1,0.0036,36,0.0121,121,,,,,,,,,,,,,
7271,0,0.0043,43,0.0032,32,1,0.0021,21,0.0097,97,,,,,,,,,,,,,
7272,0,0.0067,67,0.0053,53,1,0.0037,37,0.0122,122,,,,,,,,,,,,,
7273,0,0.0068,68,0.0041,41,1,0.0042,42,0.0137,137,,,,,,,,,,,,,
7274,0,0.0048,48,0.0034,34,1,0.0022,22,0.0111,111,,,,,,,,,,,,,
7275,0,0.0056,56,0.0025,25,1,0.0033,33,0.0094,94,,,,,,,,,,,,,
7276,0,0.0073,73,0.0063,63,1,0.004,40,0.0149,149,,,,,,,,,,,,,
7277,0,0.0054,54,0.0029,29,1,0.0033,33,0.0093,93,,,,,,,,,,,,,
7278,0,0.0076,76,0.005,50,1,0.0044,44,0.0144,144,,,,,,,,,,,,,
7279,0,0.0061,61,0.0041,41,1,0.0029,29,0.0132,132,,,,,,,,,,,,,
7280,0,0.0062,62,0.0041,41,1,0.0031,31,0.0119,119,,,,,,,,,,,,,
7281,0,0.0057,57,0.0046,46,1,0.0037,37,0.012,120,,,,,,,,,,,,,
7282,0,0.006,60,0.0026,26,1,0.0038,38,0.0098,98,,,,,,,,,,,,,
7283,0,0.0069,69,0.0037,37,1,0.003,30,0.0129,129,,,,,,,,,,,,,
7284,0,0.0083,83,0.0042,42,1,0.0045,45,0.0133,133,,,,,,,,,,,,,
7285,0,0.0049,49,0.0023,23,1,0.0028,28,0.009,90,,,,,,,,,,,,,
7286,0,0.0067,67,0.0035,35,1,0.0032,32,0.0113,113,,,,,,,,,,,,,
7287,0,0.0088,88,0.0047,47,1,0.004,40,0.0144,144,,,,,,,,,,,,,
7288,0,0.0052,52,0.0033,33,1,0.0024,24,0.0112,112,,,,,,,,,,,,,
7289,0,0.0071,71,0.0037,37,1,0.0046,46,0.011,110,,,,,,,,,,,,,
7290,0,0.0061,61,0.0044,44,1,0.0031,31,0.0136,136,,,,,,,,,,,,,
7291,0,0.0057,57,0.0044,44,1,0.0029,29,0.0125,125,,,,,,,,,,,,,
7292,0,0.0062,62,0.0029,29,1,0.0029,29,0.0106,106,,,,,,,,,,,,,
7293,0,0.0059,59,0.0047,47,1,0.0027,27,0.0131,131,,,,,,,,,,,,,
7294,0,0.0064,64,0.0045,45,1,0.0033,33,0.0118,118,,,,,,,,,,,,,
7295,0,0.0068,68,0.0043,43,1,0.0033,33,0.0129,129,,,,,,,,,,,,,
7296,0,0.0047,47,0.0041,41,1,0.0027,27,0.0121,121,,,,,,,,,,,,,
7297,0,0.004,40,0.0031,31,1,0.0022,22,0.0092,92,,,,,,,,,,,,,
7298,0,0.0074,74,0.0038,38,1,0.0044,44,0.0121,121,,,,,,,,,,,,,
7299,0,0.0052,52,0.0038,38,1,0.0026,26,0.0127,127,,,,,,,,,,,,,
7300,0,0.0077,77,0.0048,48,1,0.0035,35,0.014,140,,,,,,,,,,,,,
7301,0,0.0056,56,0.0036,36,1,0.0027,27,0.0109,109,,,,,,,,,,,,,
7302,0,0.0053,53,0.0035,35,1,0.0025,25,0.0101,101,,,,,,,,,,,,,
7303,0,0.0045,45,0.0043,43,1,0.0021,21,0.0119,119,,,,,,,,,,,,,
7304,0,0.006,60,0.0026,26,1,0.0036,36,0.0105,105,,,,,,,,,,,,,
7305,0,0.0062,62,0.0043,43,1,0.0038,38,0.0113,113,,,,,,,,,,,,,
7306,0,0.0059,59,0.0026,26,1,0.0025,25,0.0112,112,,,,,,,,,,,,,
7307,0,0.0045,45,0.0023,23,1,0.0021,21,0.0088,88,,,,,,,,,,,,,
7308,0,0.0044,44,0.0042,42,1,0.0026,26,0.0107,107,,,,,,,,,,,,,
7309,0,0.0052,52,0.0036,36,1,0.0024,24,0.0117,117,,,,,,,,,,,,,
7310,0,0.0072,72,0.0044,44,1,0.0047,47,0.0118,118,,,,,,,,,,,,,
7311,0,0.0053,53,0.0042,42,1,0.0033,33,0.0117,117,,,,,,,,,,,,,
7312,0,0.0045,45,0.0016,16,1,0.0023,23,0.0083,83,,,,,,,,,,,,,
7313,0,0.006,60,0.0043,43,1,0.0037,37,0.0115,115,,,,,,,,,,,,,
7314,0,0.0071,71,0.004,40,1,0.0039,39,0.0126,126,,,,,,,,,,,,,
7315,0,0.006,60,0.0025,25,1,0.0033,33,0.0107,107,,,,,,,,,,,,,
7316,0,0.0062,62,0.0041,41,1,0.0028,28,0.0133,133,,,,,,,,,,,,,
7317,0,0.0051,51,0.0036,36,1,0.0026,26,0.0108,108,,,,,,,,,,,,,
7318,0,0.0066,66,0.0038,38,1,0.003,30,0.0115,115,,,,,,,,,,,,,
7319,0,0.0062,62,0.0033,33,1,0.003,30,0.0118,118,,,,,,,,,,,,,
7320,0,0.0082,82,0.0043,43,1,0.0034,34,0.0131,131,,,,,,,,,,,,,
7321,0,0.0065,65,0.0042,42,1,0.0033,33,0.0127,127,,,,,,,,,,,,,
7322,0,0.0072,72,0.0044,44,1,0.0043,43,0.013,130,,,,,,,,,,,,,
7323,0,0.0068,68,0.0043,43,1,0.0039,39,0.0118,118,,,,,,,,,,,,,
7324,0,0.0079,79,0.005,50,1,0.0047,47,0.012,120,,,,,,,,,,,,,
7325,0,0.0054,54,0.0039,39,1,0.0029,29,0.0131,131,,,,,,,,,,,,,
7326,0,0.0061,61,0.0031,31,1,0.0036,36,0.0106,106,,,,,,,,,,,,,
7327,0,0.0057,57,0.0033,33,1,0.0029,29,0.0116,116,,,,,,,,,,,,,
7328,0,0.0086,86,0.0058,58,1,0.0048,48,0.0153,153,,,,,,,,,,,,,
7329,0,0.0063,63,0.0042,42,1,0.0035,35,0.0133,133,,,,,,,,,,,,,
7330,0,0.0057,57,0.003,30,1,0.0022,22,0.0093,93,,,,,,,,,,,,,
7331,0,0.0067,67,0.0041,41,1,0.0037,37,0.0124,124,,,,,,,,,,,,,
7332,0,0.0061,61,0.0032,32,1,0.0036,36,0.0114,114,,,,,,,,,,,,,
7333,0,0.0072,72,0.005,50,1,0.0037,37,0.012,120,,,,,,,,,,,,,
7334,0,0.0065,65,0.0036,36,1,0.0037,37,0.0111,111,,,,,,,,,,,,,
7335,0,0.0057,57,0.0039,39,1,0.0023,23,0.0111,111,,,,,,,,,,,,,
7336,0,0.006,60,0.0034,34,1,0.0034,34,0.0106,106,,,,,,,,,,,,,
7337,0,0.005,50,0.0034,34,1,0.0023,23,0.0115,115,,,,,,,,,,,,,
7338,0,0.0058,58,0.0034,34,1,0.0031,31,0.0116,116,,,,,,,,,,,,,
7339,0,0.0054,54,0.0026,26,1,0.0023,23,0.0104,104,,,,,,,,,,,,,
7340,0,0.0052,52,0.0031,31,1,0.0031,31,0.0105,105,,,,,,,,,,,,,
7341,0,0.007,70,0.0035,35,1,0.0038,38,0.0112,112,,,,,,,,,,,,,
7342,0,0.0073,73,0.0037,37,1,0.0045,45,0.0119,119,,,,,,,,,,,,,
7343,0,0.0079,79,0.0051,51,1,0.0044,44,0.0128,128,,,,,,,,,,,,,
7344,0,0.0056,56,0.0038,38,1,0.0033,33,0.0115,115,,,,,,,,,,,,,
7345,0,0.0044,44,0.0039,39,1,0.0024,24,0.0105,105,,,,,,,,,,,,,
7346,0,0.0069,69,0.0045,45,1,0.0034,34,0.0124,124,,,,,,,,,,,,,
7347,0,0.006,60,0.0032,32,1,0.0029,29,0.013,130,,,,,,,,,,,,,
7348,0,0.0082,82,0.004,40,1,0.0042,42,0.0129,129,,,,,,,,,,,,,
7349,0,0.0055,55,0.004,40,1,0.002,20,0.0121,121,,,,,,,,,,,,,
7350,0,0.0039,39,0.0034,34,1,0.002,20,0.0104,104,,,,,,,,,,,,,
7351,0,0.0072,72,0.0036,36,1,0.0046,46,0.0121,121,,,,,,,,,,,,,
7352,0,0.005,50,0.0038,38,1,0.0023,23,0.0118,118,,,,,,,,,,,,,
7353,0,0.0053,53,0.0022,22,1,0.0029,29,0.0087,87,,,,,,,,,,,,,
7354,0,0.0043,43,0.0034,34,1,0.0025,25,0.0103,103,,,,,,,,,,,,,
7355,0,0.0057,57,0.0052,52,1,0.0028,28,0.0133,133,,,,,,,,,,,,,
7356,0,0.0075,75,0.0038,38,1,0.0048,48,0.0108,108,,,,,,,,,,,,,
7357,0,0.0068,68,0.0036,36,1,0.0033,33,0.0127,127,,,,,,,,,,,,,
7358,0,0.0052,52,0.0038,38,1,0.0026,26,0.0118,118,,,,,,,,,,,,,
7359,0,0.0075,75,0.0054,54,1,0.004,40,0.0154,154,,,,,,,,,,,,,
7360,0,0.0069,69,0.004,40,1,0.004,40,0.0119,119,,,,,,,,,,,,,
7361,0,0.0072,72,0.0038,38,1,0.0033,33,0.0127,127,,,,,,,,,,,,,
7362,0,0.0062,62,0.004,40,1,0.0035,35,0.0109,109,,,,,,,,,,,,,
7363,0,0.0051,51,0.0035,35,1,0.0022,22,0.0106,106,,,,,,,,,,,,,
7364,0,0.0067,67,0.0043,43,1,0.0034,34,0.0137,137,,,,,,,,,,,,,
7365,0,0.0063,63,0.0034,34,1,0.0032,32,0.0113,113,,,,,,,,,,,,,
7366,0,0.006,60,0.0039,39,1,0.0031,31,0.0105,105,,,,,,,,,,,,,
7367,0,0.006,60,0.0038,38,1,0.0027,27,0.0123,123,,,,,,,,,,,,,
7368,0,0.005,50,0.0023,23,1,0.0028,28,0.009,90,,,,,,,,,,,,,
7369,0,0.0044,44,0.0024,24,1,0.002,20,0.0087,87,,,,,,,,,,,,,
7370,0,0.0063,63,0.0031,31,1,0.0033,33,0.0092,92,,,,,,,,,,,,,
7371,0,0.0059,59,0.0036,36,1,0.0032,32,0.0121,121,,,,,,,,,,,,,
7372,0,0.0043,43,0.0028,28,1,0.0024,24,0.0092,92,,,,,,,,,,,,,
7373,0,0.0054,54,0.0041,41,1,0.0028,28,0.0128,128,,,,,,,,,,,,,
7374,0,0.0072,72,0.0046,46,1,0.0037,37,0.0128,128,,,,,,,,,,,,,
7375,0,0.0043,43,0.0026,26,1,0.0025,25,0.0113,113,,,,,,,,,,,,,
7376,0,0.0071,71,0.0049,49,1,0.0035,35,0.0139,139,,,,,,,,,,,,,
7377,0,0.0058,58,0.0036,36,1,0.0028,28,0.0112,112,,,,,,,,,,,,,
7378,0,0.0057,57,0.0034,34,1,0.0032,32,0.0096,96,,,,,,,,,,,,,
7379,0,0.0054,54,0.0022,22,1,0.0028,28,0.0092,92,,,,,,,,,,,,,
7380,0,0.006,60,0.0038,38,1,0.0028,28,0.0113,113,,,,,,,,,,,,,
7381,0,0.0069,69,0.0042,42,1,0.0038,38,0.0132,132,,,,,,,,,,,,,
7382,0,0.0064,64,0.0039,39,1,0.0036,36,0.0126,126,,,,,,,,,,,,,
7383,0,0.0059,59,0.0024,24,1,0.0031,31,0.011,110,,,,,,,,,,,,,
7384,0,0.0064,64,0.0042,42,1,0.0034,34,0.0131,131,,,,,,,,,,,,,
7385,0,0.0066,66,0.0036,36,1,0.0035,35,0.0117,117,,,,,,,,,,,,,
7386,0,0.0053,53,0.0039,39,1,0.003,30,0.0122,122,,,,,,,,,,,,,
7387,0,0.0034,34,0.003,30,1,0.0024,24,0.0095,95,,,,,,,,,,,,,
7388,0,0.0069,69,0.0031,31,1,0.0032,32,0.0125,125,,,,,,,,,,,,,
7389,0,0.0055,55,0.0036,36,1,0.0028,28,0.0124,124,,,,,,,,,,,,,
7390,0,0.0066,66,0.0047,47,1,0.0037,37,0.0125,125,,,,,,,,,,,,,
7391,0,0.0058,58,0.0037,37,1,0.0041,41,0.0103,103,,,,,,,,,,,,,
7392,0,0.0068,68,0.0036,36,1,0.0035,35,0.0144,144,,,,,,,,,,,,,
7393,0,0.0069,69,0.0046,46,1,0.0037,37,0.0124,124,,,,,,,,,,,,,
7394,0,0.0058,58,0.002,20,1,0.0029,29,0.0104,104,,,,,,,,,,,,,
7395,0,0.0067,67,0.0032,32,1,0.004,40,0.01,100,,,,,,,,,,,,,
7396,0,0.0064,64,0.0045,45,1,0.0033,33,0.012,120,,,,,,,,,,,,,
7397,0,0.0062,62,0.0038,38,1,0.0033,33,0.0119,119,,,,,,,,,,,,,
7398,0,0.0044,44,0.002,20,1,0.0023,23,0.0089,89,,,,,,,,,,,,,
7399,0,0.0049,49,0.0034,34,1,0.0025,25,0.0104,104,,,,,,,,,,,,,
7400,0,0.007,70,0.0032,32,1,0.0034,34,0.0105,105,,,,,,,,,,,,,
7401,0,0.0041,41,0.0041,41,1,0.0021,21,0.0108,108,,,,,,,,,,,,,
7402,0,0.0054,54,0.004,40,1,0.0025,25,0.0116,116,,,,,,,,,,,,,
7403,0,0.0072,72,0.0032,32,1,0.0041,41,0.0108,108,,,,,,,,,,,,,
7404,0,0.0067,67,0.0028,28,1,0.0039,39,0.0095,95,,,,,,,,,,,,,
7405,0,0.008,80,0.0048,48,1,0.0045,45,0.0123,123,,,,,,,,,,,,,
7406,0,0.005,50,0.0035,35,1,0.0031,31,0.0108,108,,,,,,,,,,,,,
7407,0,0.008,80,0.004,40,1,0.0041,41,0.013,130,,,,,,,,,,,,,
7408,0,0.0051,51,0.0023,23,1,0.0024,24,0.0093,93,,,,,,,,,,,,,
7409,0,0.0037,37,0.0035,35,1,0.0017,17,0.0093,93,,,,,,,,,,,,,
7410,0,0.0078,78,0.0041,41,1,0.0044,44,0.0118,118,,,,,,,,,,,,,
7411,0,0.0059,59,0.0029,29,1,0.0031,31,0.0106,106,,,,,,,,,,,,,
7412,0,0.008,80,0.0036,36,1,0.0039,39,0.0105,105,,,,,,,,,,,,,
7413,0,0.0065,65,0.0044,44,1,0.0035,35,0.0133,133,,,,,,,,,,,,,
7414,0,0.0062,62,0.0045,45,1,0.0025,25,0.014,140,,,,,,,,,,,,,
7415,0,0.0067,67,0.0038,38,1,0.0032,32,0.0131,131,,,,,,,,,,,,,
7416,0,0.0056,56,0.0029,29,1,0.0027,27,0.0117,117,,,,,,,,,,,,,
7417,0,0.0052,52,0.0026,26,1,0.0021,21,0.0101,101,,,,,,,,,,,,,
7418,0,0.0067,67,0.0045,45,1,0.0029,29,0.0131,131,,,,,,,,,,,,,
7419,0,0.0054,54,0.0027,27,1,0.0031,31,0.0093,93,,,,,,,,,,,,,
7420,0,0.0059,59,0.003,30,1,0.0025,25,0.0112,112,,,,,,,,,,,,,
7421,0,0.008,80,0.0043,43,1,0.005,50,0.0124,124,,,,,,,,,,,,,
7422,0,0.0076,76,0.0038,38,1,0.005,50,0.0125,125,,,,,,,,,,,,,
7423,0,0.0079,79,0.0039,39,1,0.004,40,0.0125,125,,,,,,,,,,,,,
7424,0,0.0044,44,0.0019,19,1,0.0022,22,0.0096,96,,,,,,,,,,,,,
7425,0,0.0061,61,0.0024,24,1,0.0034,34,0.01,100,,,,,,,,,,,,,
7426,0,0.0092,92,0.0042,42,1,0.0051,51,0.014,140,,,,,,,,,,,,,
7427,0,0.0074,74,0.004,40,1,0.0039,39,0.0127,127,,,,,,,,,,,,,
7428,0,0.0069,69,0.004,40,1,0.0033,33,0.0125,125,,,,,,,,,,,,,
7429,0,0.0069,69,0.0034,34,1,0.0042,42,0.0107,107,,,,,,,,,,,,,
7430,0,0.0048,48,0.0033,33,1,0.0027,27,0.0093,93,,,,,,,,,,,,,
7431,0,0.0074,74,0.0054,54,1,0.0043,43,0.0136,136,,,,,,,,,,,,,
7432,0,0.0045,45,0.0035,35,1,0.0022,22,0.0124,124,,,,,,,,,,,,,
7433,0,0.0052,52,0.0039,39,1,0.0027,27,0.0116,116,,,,,,,,,,,,,
7434,0,0.006,60,0.0047,47,1,0.0038,38,0.0116,116,,,,,,,,,,,,,
7435,0,0.008,80,0.0041,41,1,0.0039,39,0.0117,117,,,,,,,,,,,,,
7436,0,0.0059,59,0.0036,36,1,0.0035,35,0.0109,109,,,,,,,,,,,,,
7437,0,0.0064,64,0.0032,32,1,0.0025,25,0.0129,129,,,,,,,,,,,,,
7438,0,0.0084,84,0.0036,36,1,0.0048,48,0.0131,131,,,,,,,,,,,,,
7439,0,0.0047,47,0.0034,34,1,0.0029,29,0.0108,108,,,,,,,,,,,,,
7440,0,0.0061,61,0.0046,46,1,0.0035,35,0.013,130,,,,,,,,,,,,,
7441,0,0.0064,64,0.0032,32,1,0.0036,36,0.0107,107,,,,,,,,,,,,,
7442,0,0.0054,54,0.0042,42,1,0.0028,28,0.0114,114,,,,,,,,,,,,,
7443,0,0.0066,66,0.0034,34,1,0.0035,35,0.0108,108,,,,,,,,,,,,,
7444,0,0.0062,62,0.0044,44,1,0.0031,31,0.012,120,,,,,,,,,,,,,
7445,0,0.0056,56,0.0035,35,1,0.0023,23,0.0123,123,,,,,,,,,,,,,
7446,0,0.0072,72,0.0041,41,1,0.0036,36,0.0129,129,,,,,,,,,,,,,
7447,0,0.0075,75,0.0037,37,1,0.0032,32,0.0134,134,,,,,,,,,,,,,
7448,0,0.0068,68,0.0048,48,1,0.0035,35,0.013,130,,,,,,,,,,,,,
7449,0,0.0061,61,0.0034,34,1,0.0025,25,0.0112,112,,,,,,,,,,,,,
7450,0,0.0045,45,0.0041,41,1,0.0023,23,0.0116,116,,,,,,,,,,,,,
7451,0,0.0049,49,0.0041,41,1,0.0022,22,0.0127,127,,,,,,,,,,,,,
7452,0,0.0056,56,0.0034,34,1,0.0023,23,0.0117,117,,,,,,,,,,,,,
7453,0,0.0053,53,0.0027,27,1,0.0025,25,0.0107,107,,,,,,,,,,,,,
7454,0,0.0048,48,0.0029,29,1,0.0023,23,0.0104,104,,,,,,,,,,,,,
7455,0,0.0046,46,0.0032,32,1,0.0026,26,0.0106,106,,,,,,,,,,,,,
7456,0,0.0068,68,0.0037,37,1,0.0029,29,0.0115,115,,,,,,,,,,,,,
7457,0,0.007,70,0.004,40,1,0.0028,28,0.0128,128,,,,,,,,,,,,,
7458,0,0.0058,58,0.0047,47,1,0.003,30,0.0129,129,,,,,,,,,,,,,
7459,0,0.0068,68,0.004,40,1,0.0029,29,0.0131,131,,,,,,,,,,,,,
7460,0,0.0081,81,0.0034,34,1,0.0044,44,0.012,120,,,,,,,,,,,,,
7461,0,0.0067,67,0.0029,29,1,0.0031,31,0.0114,114,,,,,,,,,,,,,
7462,0,0.0042,42,0.0033,33,1,0.0019,19,0.0112,112,,,,,,,,,,,,,
7463,0,0.0053,53,0.0037,37,1,0.003,30,0.0114,114,,,,,,,,,,,,,
7464,0,0.0044,44,0.0025,25,1,0.0023,23,0.0088,88,,,,,,,,,,,,,
7465,0,0.0073,73,0.0041,41,1,0.004,40,0.011,110,,,,,,,,,,,,,
7466,0,0.0055,55,0.004,40,1,0.0031,31,0.0112,112,,,,,,,,,,,,,
7467,0,0.0028,28,0.0026,26,1,0.0013,13,0.0085,85,,,,,,,,,,,,,
7468,0,0.0051,51,0.0027,27,1,0.0025,25,0.0103,103,,,,,,,,,,,,,
7469,0,0.0054,54,0.0027,27,1,0.002,20,0.0108,108,,,,,,,,,,,,,
7470,0,0.0061,61,0.0048,48,1,0.0031,31,0.0142,142,,,,,,,,,,,,,
7471,0,0.0076,76,0.0038,38,1,0.0041,41,0.0112,112,,,,,,,,,,,,,
7472,0,0.0054,54,0.0042,42,1,0.0032,32,0.0108,108,,,,,,,,,,,,,
7473,0,0.0058,58,0.0022,22,1,0.0031,31,0.0101,101,,,,,,,,,,,,,
7474,0,0.0046,46,0.0053,53,1,0.0021,21,0.0129,129,,,,,,,,,,,,,
